Season,BankNumber,Bank,Player,Machine,RawScore,Points,EventDate
Season 14,1,Week1,Biff Tate,The Simpsons Pinball Party,3321850.0,92.0,2021-08-24
Season 14,1,Week1,Biff Tate,Deadpool,136069790.0,96.0,2021-08-24
Season 14,1,Week1,Biff Tate,Theatre of Magic,687063390.0,99.0,2021-08-24
Season 14,1,Week1,Biff Tate,Batman '66,160000090.0,96.0,2021-08-24
Season 14,1,Week1,Biff Tate,Kiss,42294730.0,95.0,2021-08-24
Season 14,1,Week1,Bryan Johnson,The Simpsons Pinball Party,1495810.0,86.0,2021-08-24
Season 14,1,Week1,Bryan Johnson,Deadpool,35215750.0,89.0,2021-08-24
Season 14,1,Week1,Bryan Johnson,Theatre of Magic,130900220.0,88.0,2021-08-24
Season 14,1,Week1,Bryan Johnson,Batman '66,14179050.0,86.0,2021-08-24
Season 14,1,Week1,Bryan Johnson,Kiss,25854580.0,93.0,2021-08-24
Season 14,1,Week1,Chris Tabaka,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Chris Tabaka,Deadpool,,,2021-08-24
Season 14,1,Week1,Chris Tabaka,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Chris Tabaka,Batman '66,,,2021-08-24
Season 14,1,Week1,Chris Tabaka,Kiss,,,2021-08-24
Season 14,1,Week1,Dan Nelson,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Dan Nelson,Deadpool,,,2021-08-24
Season 14,1,Week1,Dan Nelson,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Dan Nelson,Batman '66,,,2021-08-24
Season 14,1,Week1,Dan Nelson,Kiss,,,2021-08-24
Season 14,1,Week1,Danny Clark,The Simpsons Pinball Party,12739220.0,98.0,2021-08-24
Season 14,1,Week1,Danny Clark,Deadpool,349935850.0,99.0,2021-08-24
Season 14,1,Week1,Danny Clark,Theatre of Magic,1042809890.0,100.0,2021-08-24
Season 14,1,Week1,Danny Clark,Batman '66,143827060.0,95.0,2021-08-24
Season 14,1,Week1,Danny Clark,Kiss,7744860.0,87.0,2021-08-24
Season 14,1,Week1,Derik Schimberg,The Simpsons Pinball Party,11560990.0,95.0,2021-08-24
Season 14,1,Week1,Derik Schimberg,Deadpool,534515230.0,100.0,2021-08-24
Season 14,1,Week1,Derik Schimberg,Theatre of Magic,388456050.0,97.0,2021-08-24
Season 14,1,Week1,Derik Schimberg,Batman '66,115866890.0,94.0,2021-08-24
Season 14,1,Week1,Derik Schimberg,Kiss,47799810.0,96.0,2021-08-24
Season 14,1,Week1,Ed Groves,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Ed Groves,Deadpool,,,2021-08-24
Season 14,1,Week1,Ed Groves,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Ed Groves,Batman '66,,,2021-08-24
Season 14,1,Week1,Ed Groves,Kiss,,,2021-08-24
Season 14,1,Week1,Erik Robinson,The Simpsons Pinball Party,1653890.0,87.0,2021-08-24
Season 14,1,Week1,Erik Robinson,Deadpool,32512710.0,88.0,2021-08-24
Season 14,1,Week1,Erik Robinson,Theatre of Magic,272601770.0,94.0,2021-08-24
Season 14,1,Week1,Erik Robinson,Batman '66,90001920.0,91.0,2021-08-24
Season 14,1,Week1,Erik Robinson,Kiss,5658320.0,86.0,2021-08-24
Season 14,1,Week1,Heather Kendrick,The Simpsons Pinball Party,7339810.0,94.0,2021-08-24
Season 14,1,Week1,Heather Kendrick,Deadpool,27192870.0,87.0,2021-08-24
Season 14,1,Week1,Heather Kendrick,Theatre of Magic,184606560.0,91.0,2021-08-24
Season 14,1,Week1,Heather Kendrick,Batman '66,368802260.0,99.0,2021-08-24
Season 14,1,Week1,Heather Kendrick,Kiss,23203480.0,91.0,2021-08-24
Season 14,1,Week1,Jason Magnuson,The Simpsons Pinball Party,2273200.0,89.0,2021-08-24
Season 14,1,Week1,Jason Magnuson,Deadpool,122592200.0,94.0,2021-08-24
Season 14,1,Week1,Jason Magnuson,Theatre of Magic,296080990.0,95.0,2021-08-24
Season 14,1,Week1,Jason Magnuson,Batman '66,107301260.0,93.0,2021-08-24
Season 14,1,Week1,Jason Magnuson,Kiss,90071380.0,97.0,2021-08-24
Season 14,1,Week1,Jett Moore,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Jett Moore,Deadpool,,,2021-08-24
Season 14,1,Week1,Jett Moore,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Jett Moore,Batman '66,,,2021-08-24
Season 14,1,Week1,Jett Moore,Kiss,,,2021-08-24
Season 14,1,Week1,Jim Johnson,The Simpsons Pinball Party,1811880.0,88.0,2021-08-24
Season 14,1,Week1,Jim Johnson,Deadpool,40075480.0,91.0,2021-08-24
Season 14,1,Week1,Jim Johnson,Theatre of Magic,252250450.0,92.0,2021-08-24
Season 14,1,Week1,Jim Johnson,Batman '66,22059140.0,88.0,2021-08-24
Season 14,1,Week1,Jim Johnson,Kiss,23441030.0,92.0,2021-08-24
Season 14,1,Week1,Jon Wendel,The Simpsons Pinball Party,2931740.0,91.0,2021-08-24
Season 14,1,Week1,Jon Wendel,Deadpool,64051520.0,92.0,2021-08-24
Season 14,1,Week1,Jon Wendel,Theatre of Magic,176003340.0,90.0,2021-08-24
Season 14,1,Week1,Jon Wendel,Batman '66,98750580.0,92.0,2021-08-24
Season 14,1,Week1,Jon Wendel,Kiss,9950460.0,88.0,2021-08-24
Season 14,1,Week1,Joseph Nebus,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Joseph Nebus,Deadpool,,,2021-08-24
Season 14,1,Week1,Joseph Nebus,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Joseph Nebus,Batman '66,,,2021-08-24
Season 14,1,Week1,Joseph Nebus,Kiss,,,2021-08-24
Season 14,1,Week1,Josh Bauer,The Simpsons Pinball Party,14989370.0,99.0,2021-08-24
Season 14,1,Week1,Josh Bauer,Deadpool,160997820.0,98.0,2021-08-24
Season 14,1,Week1,Josh Bauer,Theatre of Magic,253020760.0,93.0,2021-08-24
Season 14,1,Week1,Josh Bauer,Batman '66,252242050.0,98.0,2021-08-24
Season 14,1,Week1,Josh Bauer,Kiss,564991440.0,100.0,2021-08-24
Season 14,1,Week1,Lexi Couture,The Simpsons Pinball Party,4093890.0,93.0,2021-08-24
Season 14,1,Week1,Lexi Couture,Deadpool,40029360.0,90.0,2021-08-24
Season 14,1,Week1,Lexi Couture,Theatre of Magic,173135970.0,89.0,2021-08-24
Season 14,1,Week1,Lexi Couture,Batman '66,14249960.0,87.0,2021-08-24
Season 14,1,Week1,Lexi Couture,Kiss,18206820.0,90.0,2021-08-24
Season 14,1,Week1,Logan Osterberg,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Logan Osterberg,Deadpool,,,2021-08-24
Season 14,1,Week1,Logan Osterberg,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Logan Osterberg,Batman '66,,,2021-08-24
Season 14,1,Week1,Logan Osterberg,Kiss,,,2021-08-24
Season 14,1,Week1,Marybeth Foley,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Marybeth Foley,Deadpool,,,2021-08-24
Season 14,1,Week1,Marybeth Foley,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Marybeth Foley,Batman '66,,,2021-08-24
Season 14,1,Week1,Marybeth Foley,Kiss,,,2021-08-24
Season 14,1,Week1,Mike Stewart Jr,The Simpsons Pinball Party,28320360.0,100.0,2021-08-24
Season 14,1,Week1,Mike Stewart Jr,Deadpool,152428660.0,97.0,2021-08-24
Season 14,1,Week1,Mike Stewart Jr,Theatre of Magic,384628610.0,96.0,2021-08-24
Season 14,1,Week1,Mike Stewart Jr,Batman '66,236867970.0,97.0,2021-08-24
Season 14,1,Week1,Mike Stewart Jr,Kiss,212514410.0,98.0,2021-08-24
Season 14,1,Week1,Nick Couture,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Nick Couture,Deadpool,,,2021-08-24
Season 14,1,Week1,Nick Couture,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Nick Couture,Batman '66,,,2021-08-24
Season 14,1,Week1,Nick Couture,Kiss,,,2021-08-24
Season 14,1,Week1,Patrick Svec,The Simpsons Pinball Party,12121800.0,97.0,2021-08-24
Season 14,1,Week1,Patrick Svec,Deadpool,122788060.0,95.0,2021-08-24
Season 14,1,Week1,Patrick Svec,Theatre of Magic,446236610.0,98.0,2021-08-24
Season 14,1,Week1,Patrick Svec,Batman '66,686504380.0,100.0,2021-08-24
Season 14,1,Week1,Patrick Svec,Kiss,450146500.0,99.0,2021-08-24
Season 14,1,Week1,Russell Schwab,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Russell Schwab,Deadpool,,,2021-08-24
Season 14,1,Week1,Russell Schwab,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Russell Schwab,Batman '66,,,2021-08-24
Season 14,1,Week1,Russell Schwab,Kiss,,,2021-08-24
Season 14,1,Week1,Terry Groves,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Terry Groves,Deadpool,,,2021-08-24
Season 14,1,Week1,Terry Groves,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Terry Groves,Batman '66,,,2021-08-24
Season 14,1,Week1,Terry Groves,Kiss,,,2021-08-24
Season 14,1,Week1,Tim Treichel,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Tim Treichel,Deadpool,,,2021-08-24
Season 14,1,Week1,Tim Treichel,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Tim Treichel,Batman '66,,,2021-08-24
Season 14,1,Week1,Tim Treichel,Kiss,,,2021-08-24
Season 14,1,Week1,Todd Schuler,The Simpsons Pinball Party,11638770.0,96.0,2021-08-24
Season 14,1,Week1,Todd Schuler,Deadpool,93290380.0,93.0,2021-08-24
Season 14,1,Week1,Todd Schuler,Theatre of Magic,77050170.0,87.0,2021-08-24
Season 14,1,Week1,Todd Schuler,Batman '66,24248260.0,89.0,2021-08-24
Season 14,1,Week1,Todd Schuler,Kiss,33240280.0,94.0,2021-08-24
Season 14,1,Week1,Travis Canyock,The Simpsons Pinball Party,2360400.0,90.0,2021-08-24
Season 14,1,Week1,Travis Canyock,Deadpool,12987440.0,86.0,2021-08-24
Season 14,1,Week1,Travis Canyock,Theatre of Magic,67070630.0,86.0,2021-08-24
Season 14,1,Week1,Travis Canyock,Batman '66,26411160.0,90.0,2021-08-24
Season 14,1,Week1,Travis Canyock,Kiss,11034580.0,89.0,2021-08-24
Season 14,1,Week1,Tyler Swatman,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Tyler Swatman,Deadpool,,,2021-08-24
Season 14,1,Week1,Tyler Swatman,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Tyler Swatman,Batman '66,,,2021-08-24
Season 14,1,Week1,Tyler Swatman,Kiss,,,2021-08-24
Season 14,1,Week1,Alicia Williams,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Alicia Williams,Deadpool,,,2021-08-24
Season 14,1,Week1,Alicia Williams,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Alicia Williams,Batman '66,,,2021-08-24
Season 14,1,Week1,Alicia Williams,Kiss,,,2021-08-24
Season 14,1,Week1,Donny Dingwell,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Donny Dingwell,Deadpool,,,2021-08-24
Season 14,1,Week1,Donny Dingwell,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Donny Dingwell,Batman '66,,,2021-08-24
Season 14,1,Week1,Donny Dingwell,Kiss,,,2021-08-24
Season 14,1,Week1,Jay Fields,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Jay Fields,Deadpool,,,2021-08-24
Season 14,1,Week1,Jay Fields,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Jay Fields,Batman '66,,,2021-08-24
Season 14,1,Week1,Jay Fields,Kiss,,,2021-08-24
Season 14,1,Week1,Joe Pastula,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Joe Pastula,Deadpool,,,2021-08-24
Season 14,1,Week1,Joe Pastula,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Joe Pastula,Batman '66,,,2021-08-24
Season 14,1,Week1,Joe Pastula,Kiss,,,2021-08-24
Season 14,1,Week1,Rick Sauer,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Rick Sauer,Deadpool,,,2021-08-24
Season 14,1,Week1,Rick Sauer,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Rick Sauer,Batman '66,,,2021-08-24
Season 14,1,Week1,Rick Sauer,Kiss,,,2021-08-24
Season 14,1,Week1,Morgan Fields,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Morgan Fields,Deadpool,,,2021-08-24
Season 14,1,Week1,Morgan Fields,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Morgan Fields,Batman '66,,,2021-08-24
Season 14,1,Week1,Morgan Fields,Kiss,,,2021-08-24
Season 14,1,Week1,Trevor Hofman,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Trevor Hofman,Deadpool,,,2021-08-24
Season 14,1,Week1,Trevor Hofman,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Trevor Hofman,Batman '66,,,2021-08-24
Season 14,1,Week1,Trevor Hofman,Kiss,,,2021-08-24
Season 14,1,Week1,Allen Robertson,The Simpsons Pinball Party,,,2021-08-24
Season 14,1,Week1,Allen Robertson,Deadpool,,,2021-08-24
Season 14,1,Week1,Allen Robertson,Theatre of Magic,,,2021-08-24
Season 14,1,Week1,Allen Robertson,Batman '66,,,2021-08-24
Season 14,1,Week1,Allen Robertson,Kiss,,,2021-08-24
Season 14,2,Week2,Biff Tate,The Munsters,19463990.0,97.0,2021-08-24
Season 14,2,Week2,Biff Tate,Metallica,1877630.0,82.0,2021-08-24
Season 14,2,Week2,Biff Tate,Monster Bash,163932660.0,96.0,2021-08-24
Season 14,2,Week2,Biff Tate,Scared Stiff,4025190.0,89.0,2021-08-24
Season 14,2,Week2,Biff Tate,Black Knight Sword of Rage,7371400.0,89.0,2021-08-24
Season 14,2,Week2,Bryan Johnson,The Munsters,25625550.0,98.0,2021-08-24
Season 14,2,Week2,Bryan Johnson,Metallica,42639970.0,97.0,2021-08-24
Season 14,2,Week2,Bryan Johnson,Monster Bash,23511480.0,88.0,2021-08-24
Season 14,2,Week2,Bryan Johnson,Scared Stiff,8581580.0,93.0,2021-08-24
Season 14,2,Week2,Bryan Johnson,Black Knight Sword of Rage,3312490.0,85.0,2021-08-24
Season 14,2,Week2,Chris Tabaka,The Munsters,,,2021-08-24
Season 14,2,Week2,Chris Tabaka,Metallica,,,2021-08-24
Season 14,2,Week2,Chris Tabaka,Monster Bash,,,2021-08-24
Season 14,2,Week2,Chris Tabaka,Scared Stiff,,,2021-08-24
Season 14,2,Week2,Chris Tabaka,Black Knight Sword of Rage,,,2021-08-24
Season 14,2,Week2,Dan Nelson,The Munsters,2094110.0,87.0,2021-08-24
Season 14,2,Week2,Dan Nelson,Metallica,3312390.0,84.0,2021-08-24
Season 14,2,Week2,Dan Nelson,Monster Bash,12613690.0,85.0,2021-08-24
Season 14,2,Week2,Dan Nelson,Scared Stiff,1392580.0,85.0,2021-08-24
Season 14,2,Week2,Dan Nelson,Black Knight Sword of Rage,1619300.0,83.0,2021-08-24
Season 14,2,Week2,Danny Clark,The Munsters,4684720.0,90.0,2021-08-24
Season 14,2,Week2,Danny Clark,Metallica,90221800.0,99.0,2021-08-24
Season 14,2,Week2,Danny Clark,Monster Bash,70669210.0,92.0,2021-08-24
Season 14,2,Week2,Danny Clark,Scared Stiff,14356290.0,98.0,2021-08-24
Season 14,2,Week2,Danny Clark,Black Knight Sword of Rage,285286170.0,100.0,2021-08-24
Season 14,2,Week2,Derik Schimberg,The Munsters,32641490.0,99.0,2021-08-24
Season 14,2,Week2,Derik Schimberg,Metallica,5533840.0,89.0,2021-08-24
Season 14,2,Week2,Derik Schimberg,Monster Bash,118799100.0,94.0,2021-08-24
Season 14,2,Week2,Derik Schimberg,Scared Stiff,20227740.0,100.0,2021-08-24
Season 14,2,Week2,Derik Schimberg,Black Knight Sword of Rage,127598110.0,98.0,2021-08-24
Season 14,2,Week2,Ed Groves,The Munsters,,,2021-08-24
Season 14,2,Week2,Ed Groves,Metallica,,,2021-08-24
Season 14,2,Week2,Ed Groves,Monster Bash,,,2021-08-24
Season 14,2,Week2,Ed Groves,Scared Stiff,,,2021-08-24
Season 14,2,Week2,Ed Groves,Black Knight Sword of Rage,,,2021-08-24
Season 14,2,Week2,Erik Robinson,The Munsters,,,2021-08-24
Season 14,2,Week2,Erik Robinson,Metallica,,,2021-08-24
Season 14,2,Week2,Erik Robinson,Monster Bash,,,2021-08-24
Season 14,2,Week2,Erik Robinson,Scared Stiff,,,2021-08-24
Season 14,2,Week2,Erik Robinson,Black Knight Sword of Rage,,,2021-08-24
Season 14,2,Week2,Heather Kendrick,The Munsters,8406100.0,91.0,2021-08-24
Season 14,2,Week2,Heather Kendrick,Metallica,10789170.0,90.0,2021-08-24
Season 14,2,Week2,Heather Kendrick,Monster Bash,15800700.0,86.0,2021-08-24
Season 14,2,Week2,Heather Kendrick,Scared Stiff,9118200.0,94.0,2021-08-24
Season 14,2,Week2,Heather Kendrick,Black Knight Sword of Rage,2444430.0,84.0,2021-08-24
Season 14,2,Week2,Jason Magnuson,The Munsters,4390260.0,89.0,2021-08-24
Season 14,2,Week2,Jason Magnuson,Metallica,13216120.0,91.0,2021-08-24
Season 14,2,Week2,Jason Magnuson,Monster Bash,172106140.0,98.0,2021-08-24
Season 14,2,Week2,Jason Magnuson,Scared Stiff,15849850.0,99.0,2021-08-24
Season 14,2,Week2,Jason Magnuson,Black Knight Sword of Rage,4453240.0,86.0,2021-08-24
Season 14,2,Week2,Jett Moore,The Munsters,,,2021-08-24
Season 14,2,Week2,Jett Moore,Metallica,,,2021-08-24
Season 14,2,Week2,Jett Moore,Monster Bash,,,2021-08-24
Season 14,2,Week2,Jett Moore,Scared Stiff,,,2021-08-24
Season 14,2,Week2,Jett Moore,Black Knight Sword of Rage,,,2021-08-24
Season 14,2,Week2,Jim Johnson,The Munsters,,,2021-08-24
Season 14,2,Week2,Jim Johnson,Metallica,,,2021-08-24
Season 14,2,Week2,Jim Johnson,Monster Bash,,,2021-08-24
Season 14,2,Week2,Jim Johnson,Scared Stiff,,,2021-08-24
Season 14,2,Week2,Jim Johnson,Black Knight Sword of Rage,,,2021-08-24
Season 14,2,Week2,Jon Wendel,The Munsters,,,2021-08-24
Season 14,2,Week2,Jon Wendel,Metallica,,,2021-08-24
Season 14,2,Week2,Jon Wendel,Monster Bash,,,2021-08-24
Season 14,2,Week2,Jon Wendel,Scared Stiff,,,2021-08-24
Season 14,2,Week2,Jon Wendel,Black Knight Sword of Rage,,,2021-08-24
Season 14,2,Week2,Joseph Nebus,The Munsters,18009440.0,96.0,2021-08-24
Season 14,2,Week2,Joseph Nebus,Metallica,13883920.0,92.0,2021-08-24
Season 14,2,Week2,Joseph Nebus,Monster Bash,185874250.0,99.0,2021-08-24
Season 14,2,Week2,Joseph Nebus,Scared Stiff,11036670.0,96.0,2021-08-24
Season 14,2,Week2,Joseph Nebus,Black Knight Sword of Rage,22113220.0,97.0,2021-08-24
Season 14,2,Week2,Josh Bauer,The Munsters,75275120.0,100.0,2021-08-24
Season 14,2,Week2,Josh Bauer,Metallica,36280340.0,96.0,2021-08-24
Season 14,2,Week2,Josh Bauer,Monster Bash,157084460.0,95.0,2021-08-24
Season 14,2,Week2,Josh Bauer,Scared Stiff,12768410.0,97.0,2021-08-24
Season 14,2,Week2,Josh Bauer,Black Knight Sword of Rage,157532220.0,99.0,2021-08-24
Season 14,2,Week2,Lexi Couture,The Munsters,1567150.0,84.0,2021-08-24
Season 14,2,Week2,Lexi Couture,Metallica,15719260.0,93.0,2021-08-24
Season 14,2,Week2,Lexi Couture,Monster Bash,4434800.0,83.0,2021-08-24
Season 14,2,Week2,Lexi Couture,Scared Stiff,1039430.0,84.0,2021-08-24
Season 14,2,Week2,Lexi Couture,Black Knight Sword of Rage,11716560.0,92.0,2021-08-24
Season 14,2,Week2,Logan Osterberg,The Munsters,,,2021-08-24
Season 14,2,Week2,Logan Osterberg,Metallica,,,2021-08-24
Season 14,2,Week2,Logan Osterberg,Monster Bash,,,2021-08-24
Season 14,2,Week2,Logan Osterberg,Scared Stiff,,,2021-08-24
Season 14,2,Week2,Logan Osterberg,Black Knight Sword of Rage,,,2021-08-24
Season 14,2,Week2,Marybeth Foley,The Munsters,,,2021-08-24
Season 14,2,Week2,Marybeth Foley,Metallica,,,2021-08-24
Season 14,2,Week2,Marybeth Foley,Monster Bash,,,2021-08-24
Season 14,2,Week2,Marybeth Foley,Scared Stiff,,,2021-08-24
Season 14,2,Week2,Marybeth Foley,Black Knight Sword of Rage,,,2021-08-24
Season 14,2,Week2,Mike Stewart Jr,The Munsters,10719550.0,95.0,2021-08-24
Season 14,2,Week2,Mike Stewart Jr,Metallica,295460430.0,100.0,2021-08-24
Season 14,2,Week2,Mike Stewart Jr,Monster Bash,463695420.0,100.0,2021-08-24
Season 14,2,Week2,Mike Stewart Jr,Scared Stiff,9420110.0,95.0,2021-08-24
Season 14,2,Week2,Mike Stewart Jr,Black Knight Sword of Rage,21459920.0,96.0,2021-08-24
Season 14,2,Week2,Nick Couture,The Munsters,2771810.0,88.0,2021-08-24
Season 14,2,Week2,Nick Couture,Metallica,24839640.0,95.0,2021-08-24
Season 14,2,Week2,Nick Couture,Monster Bash,36121930.0,91.0,2021-08-24
Season 14,2,Week2,Nick Couture,Scared Stiff,1907740.0,87.0,2021-08-24
Season 14,2,Week2,Nick Couture,Black Knight Sword of Rage,14637990.0,95.0,2021-08-24
Season 14,2,Week2,Patrick Svec,The Munsters,10564580.0,94.0,2021-08-24
Season 14,2,Week2,Patrick Svec,Metallica,43044560.0,98.0,2021-08-24
Season 14,2,Week2,Patrick Svec,Monster Bash,165583900.0,97.0,2021-08-24
Season 14,2,Week2,Patrick Svec,Scared Stiff,5860290.0,91.0,2021-08-24
Season 14,2,Week2,Patrick Svec,Black Knight Sword of Rage,14423130.0,94.0,2021-08-24
Season 14,2,Week2,Russell Schwab,The Munsters,,,2021-08-24
Season 14,2,Week2,Russell Schwab,Metallica,,,2021-08-24
Season 14,2,Week2,Russell Schwab,Monster Bash,,,2021-08-24
Season 14,2,Week2,Russell Schwab,Scared Stiff,,,2021-08-24
Season 14,2,Week2,Russell Schwab,Black Knight Sword of Rage,,,2021-08-24
Season 14,2,Week2,Terry Groves,The Munsters,,,2021-08-24
Season 14,2,Week2,Terry Groves,Metallica,,,2021-08-24
Season 14,2,Week2,Terry Groves,Monster Bash,,,2021-08-24
Season 14,2,Week2,Terry Groves,Scared Stiff,,,2021-08-24
Season 14,2,Week2,Terry Groves,Black Knight Sword of Rage,,,2021-08-24
Season 14,2,Week2,Tim Treichel,The Munsters,,,2021-08-24
Season 14,2,Week2,Tim Treichel,Metallica,,,2021-08-24
Season 14,2,Week2,Tim Treichel,Monster Bash,,,2021-08-24
Season 14,2,Week2,Tim Treichel,Scared Stiff,,,2021-08-24
Season 14,2,Week2,Tim Treichel,Black Knight Sword of Rage,,,2021-08-24
Season 14,2,Week2,Todd Schuler,The Munsters,10282840.0,93.0,2021-08-24
Season 14,2,Week2,Todd Schuler,Metallica,4750600.0,87.0,2021-08-24
Season 14,2,Week2,Todd Schuler,Monster Bash,3462820.0,82.0,2021-08-24
Season 14,2,Week2,Todd Schuler,Scared Stiff,858440.0,83.0,2021-08-24
Season 14,2,Week2,Todd Schuler,Black Knight Sword of Rage,12771600.0,93.0,2021-08-24
Season 14,2,Week2,Travis Canyock,The Munsters,1793680.0,85.0,2021-08-24
Season 14,2,Week2,Travis Canyock,Metallica,3572380.0,86.0,2021-08-24
Season 14,2,Week2,Travis Canyock,Monster Bash,5607610.0,84.0,2021-08-24
Season 14,2,Week2,Travis Canyock,Scared Stiff,1427750.0,86.0,2021-08-24
Season 14,2,Week2,Travis Canyock,Black Knight Sword of Rage,10992470.0,91.0,2021-08-24
Season 14,2,Week2,Tyler Swatman,The Munsters,,,2021-08-24
Season 14,2,Week2,Tyler Swatman,Metallica,,,2021-08-24
Season 14,2,Week2,Tyler Swatman,Monster Bash,,,2021-08-24
Season 14,2,Week2,Tyler Swatman,Scared Stiff,,,2021-08-24
Season 14,2,Week2,Tyler Swatman,Black Knight Sword of Rage,,,2021-08-24
Season 14,2,Week2,Alicia Williams,The Munsters,1521040.0,83.0,2021-08-24
Season 14,2,Week2,Alicia Williams,Metallica,5451860.0,88.0,2021-08-24
Season 14,2,Week2,Alicia Williams,Monster Bash,34316320.0,89.0,2021-08-24
Season 14,2,Week2,Alicia Williams,Scared Stiff,2624970.0,88.0,2021-08-24
Season 14,2,Week2,Alicia Williams,Black Knight Sword of Rage,742420.0,82.0,2021-08-24
Season 14,2,Week2,Donny Dingwell,The Munsters,9997520.0,92.0,2021-08-24
Season 14,2,Week2,Donny Dingwell,Metallica,3559940.0,85.0,2021-08-24
Season 14,2,Week2,Donny Dingwell,Monster Bash,88260850.0,93.0,2021-08-24
Season 14,2,Week2,Donny Dingwell,Scared Stiff,6206690.0,92.0,2021-08-24
Season 14,2,Week2,Donny Dingwell,Black Knight Sword of Rage,5293570.0,88.0,2021-08-24
Season 14,2,Week2,Jay Fields,The Munsters,752430.0,82.0,2021-08-24
Season 14,2,Week2,Jay Fields,Metallica,2745790.0,83.0,2021-08-24
Season 14,2,Week2,Jay Fields,Monster Bash,34801160.0,90.0,2021-08-24
Season 14,2,Week2,Jay Fields,Scared Stiff,850850.0,82.0,2021-08-24
Season 14,2,Week2,Jay Fields,Black Knight Sword of Rage,8992790.0,90.0,2021-08-24
Season 14,2,Week2,Joe Pastula,The Munsters,1873300.0,86.0,2021-08-24
Season 14,2,Week2,Joe Pastula,Metallica,19228390.0,94.0,2021-08-24
Season 14,2,Week2,Joe Pastula,Monster Bash,16297590.0,87.0,2021-08-24
Season 14,2,Week2,Joe Pastula,Scared Stiff,4724420.0,90.0,2021-08-24
Season 14,2,Week2,Joe Pastula,Black Knight Sword of Rage,4613420.0,87.0,2021-08-24
Season 14,2,Week2,Rick Sauer,The Munsters,,,2021-08-24
Season 14,2,Week2,Rick Sauer,Metallica,,,2021-08-24
Season 14,2,Week2,Rick Sauer,Monster Bash,,,2021-08-24
Season 14,2,Week2,Rick Sauer,Scared Stiff,,,2021-08-24
Season 14,2,Week2,Rick Sauer,Black Knight Sword of Rage,,,2021-08-24
Season 14,2,Week2,Morgan Fields,The Munsters,,,2021-08-24
Season 14,2,Week2,Morgan Fields,Metallica,,,2021-08-24
Season 14,2,Week2,Morgan Fields,Monster Bash,,,2021-08-24
Season 14,2,Week2,Morgan Fields,Scared Stiff,,,2021-08-24
Season 14,2,Week2,Morgan Fields,Black Knight Sword of Rage,,,2021-08-24
Season 14,2,Week2,Trevor Hofman,The Munsters,,,2021-08-24
Season 14,2,Week2,Trevor Hofman,Metallica,,,2021-08-24
Season 14,2,Week2,Trevor Hofman,Monster Bash,,,2021-08-24
Season 14,2,Week2,Trevor Hofman,Scared Stiff,,,2021-08-24
Season 14,2,Week2,Trevor Hofman,Black Knight Sword of Rage,,,2021-08-24
Season 14,2,Week2,Allen Robertson,The Munsters,,,2021-08-24
Season 14,2,Week2,Allen Robertson,Metallica,,,2021-08-24
Season 14,2,Week2,Allen Robertson,Monster Bash,,,2021-08-24
Season 14,2,Week2,Allen Robertson,Scared Stiff,,,2021-08-24
Season 14,2,Week2,Allen Robertson,Black Knight Sword of Rage,,,2021-08-24
