Season,BankNumber,Bank,Player,Machine,RawScore,Points,EventDate
Season 16,7,Bank7,Donny Dingwell,Attack From Mars,699149380.0,87.0,2022-09-27
Season 16,7,Bank7,Donny Dingwell,Star Wars (2017),1282522450.0,98.0,2022-09-27
Season 16,7,Bank7,Heather Kendrick,The Simpsons Pinball Party,11124950.0,93.0,2022-09-27
Season 16,7,Bank7,Heather Kendrick,Star Trek,47093240.0,95.0,2022-09-27
Season 16,7,Bank7,Heather Kendrick,The Walking Dead,73486060.0,97.0,2022-09-27
Season 16,7,Bank7,Heather Kendrick,Star Wars (2017),753440520.0,97.0,2022-09-27
Season 16,7,Bank7,Heather Kendrick,Attack From Mars,4152421050.0,99.0,2022-09-27
Season 16,7,Bank7,Jake VanKempen,The Simpsons Pinball Party,,,2022-09-27
Season 16,7,Bank7,Jake VanKempen,The Walking Dead,,,2022-09-27
Season 16,7,Bank7,Jake VanKempen,Star Wars (2017),,,2022-09-27
Season 16,7,Bank7,Jake VanKempen,Star Trek,,,2022-09-27
Season 16,7,Bank7,Jake VanKempen,Attack From Mars,,,2022-09-27
Season 16,7,Bank7,Jason Magnuson,The Walking Dead,10174120.0,89.0,2022-09-27
Season 16,7,Bank7,Jason Magnuson,The Simpsons Pinball Party,20940260.0,96.0,2022-09-27
Season 16,7,Bank7,Jason Magnuson,Star Trek,77306250.0,97.0,2022-09-27
Season 16,7,Bank7,Jason Magnuson,Star Wars (2017),93742310.0,88.0,2022-09-27
Season 16,7,Bank7,Jason Magnuson,Attack From Mars,4340014460.0,100.0,2022-09-27
Season 16,7,Bank7,Jen Avery,The Simpsons Pinball Party,,,2022-09-27
Season 16,7,Bank7,Jen Avery,The Walking Dead,,,2022-09-27
Season 16,7,Bank7,Jen Avery,Star Wars (2017),,,2022-09-27
Season 16,7,Bank7,Jen Avery,Star Trek,,,2022-09-27
Season 16,7,Bank7,Jen Avery,Attack From Mars,,,2022-09-27
Season 16,7,Bank7,Jim Johnson,The Simpsons Pinball Party,,,2022-09-27
Season 16,7,Bank7,Jim Johnson,The Walking Dead,,,2022-09-27
Season 16,7,Bank7,Jim Johnson,Star Wars (2017),,,2022-09-27
Season 16,7,Bank7,Jim Johnson,Star Trek,,,2022-09-27
Season 16,7,Bank7,Jim Johnson,Attack From Mars,,,2022-09-27
Season 16,7,Bank7,Joe Pastula,The Simpsons Pinball Party,,,2022-09-27
Season 16,7,Bank7,Joe Pastula,The Walking Dead,,,2022-09-27
Season 16,7,Bank7,Joe Pastula,Star Wars (2017),,,2022-09-27
Season 16,7,Bank7,Joe Pastula,Star Trek,,,2022-09-27
Season 16,7,Bank7,Joe Pastula,Attack From Mars,,,2022-09-27
Season 16,7,Bank7,Joe Wade,The Simpsons Pinball Party,,,2022-09-27
Season 16,7,Bank7,Joe Wade,The Walking Dead,,,2022-09-27
Season 16,7,Bank7,Joe Wade,Star Wars (2017),,,2022-09-27
Season 16,7,Bank7,Joe Wade,Star Trek,,,2022-09-27
Season 16,7,Bank7,Joe Wade,Attack From Mars,,,2022-09-27
Season 16,7,Bank7,John Anderson,The Simpsons Pinball Party,,,2022-09-27
Season 16,7,Bank7,John Anderson,The Walking Dead,,,2022-09-27
Season 16,7,Bank7,John Anderson,Star Wars (2017),,,2022-09-27
Season 16,7,Bank7,John Anderson,Star Trek,,,2022-09-27
Season 16,7,Bank7,John Anderson,Attack From Mars,,,2022-09-27
Season 16,7,Bank7,Joseph Nebus,Star Trek,8475340.0,89.0,2022-09-27
Season 16,7,Bank7,Joseph Nebus,The Simpsons Pinball Party,28196120.0,98.0,2022-09-27
Season 16,7,Bank7,Joseph Nebus,The Walking Dead,31033590.0,94.0,2022-09-27
Season 16,7,Bank7,Joseph Nebus,Star Wars (2017),331442100.0,93.0,2022-09-27
Season 16,7,Bank7,Joseph Nebus,Attack From Mars,1328583620.0,91.0,2022-09-27
Season 16,7,Bank7,Josh Bauer,The Simpsons Pinball Party,9259230.0,91.0,2022-09-27
Season 16,7,Bank7,Josh Bauer,Star Wars (2017),122800060.0,89.0,2022-09-27
Season 16,7,Bank7,Josh Bauer,The Walking Dead,159337270.0,99.0,2022-09-27
Season 16,7,Bank7,Josh Bauer,Star Trek,280150830.0,100.0,2022-09-27
Season 16,7,Bank7,Josh Bauer,Attack From Mars,2294402500.0,96.0,2022-09-27
Season 16,7,Bank7,Kayl Foster,The Simpsons Pinball Party,,,2022-09-27
Season 16,7,Bank7,Kayl Foster,The Walking Dead,,,2022-09-27
Season 16,7,Bank7,Kayl Foster,Star Wars (2017),,,2022-09-27
Season 16,7,Bank7,Kayl Foster,Star Trek,,,2022-09-27
Season 16,7,Bank7,Kayl Foster,Attack From Mars,,,2022-09-27
Season 16,7,Bank7,Lexi Couture,The Simpsons Pinball Party,,,2022-09-27
Season 16,7,Bank7,Lexi Couture,The Walking Dead,,,2022-09-27
Season 16,7,Bank7,Lexi Couture,Star Wars (2017),,,2022-09-27
Season 16,7,Bank7,Lexi Couture,Star Trek,,,2022-09-27
Season 16,7,Bank7,Lexi Couture,Attack From Mars,,,2022-09-27
Season 16,7,Bank7,Mike Stewart Jr,Star Trek,21795640.0,92.0,2022-09-27
Season 16,7,Bank7,Mike Stewart Jr,The Simpsons Pinball Party,24655570.0,97.0,2022-09-27
Season 16,7,Bank7,Mike Stewart Jr,The Walking Dead,204024070.0,100.0,2022-09-27
Season 16,7,Bank7,Mike Stewart Jr,Attack From Mars,1128962060.0,89.0,2022-09-27
Season 16,7,Bank7,Mike Stewart Jr,Star Wars (2017),1464048620.0,99.0,2022-09-27
Season 16,7,Bank7,Nate Timperley,The Simpsons Pinball Party,,,2022-09-27
Season 16,7,Bank7,Nate Timperley,The Walking Dead,,,2022-09-27
Season 16,7,Bank7,Nate Timperley,Star Wars (2017),,,2022-09-27
Season 16,7,Bank7,Nate Timperley,Star Trek,,,2022-09-27
Season 16,7,Bank7,Nate Timperley,Attack From Mars,,,2022-09-27
Season 16,7,Bank7,Nick Couture,The Simpsons Pinball Party,,,2022-09-27
Season 16,7,Bank7,Nick Couture,The Walking Dead,,,2022-09-27
Season 16,7,Bank7,Nick Couture,Star Wars (2017),,,2022-09-27
Season 16,7,Bank7,Nick Couture,Star Trek,,,2022-09-27
Season 16,7,Bank7,Nick Couture,Attack From Mars,,,2022-09-27
Season 16,7,Bank7,Patrick Svec,The Walking Dead,16930870.0,90.0,2022-09-27
Season 16,7,Bank7,Patrick Svec,The Simpsons Pinball Party,17883180.0,94.0,2022-09-27
Season 16,7,Bank7,Patrick Svec,Star Trek,41141270.0,94.0,2022-09-27
Season 16,7,Bank7,Patrick Svec,Star Wars (2017),147406410.0,90.0,2022-09-27
Season 16,7,Bank7,Patrick Svec,Attack From Mars,2261040540.0,95.0,2022-09-27
Season 16,7,Bank7,Russell Schwab,The Simpsons Pinball Party,,,2022-09-27
Season 16,7,Bank7,Russell Schwab,The Walking Dead,,,2022-09-27
Season 16,7,Bank7,Russell Schwab,Star Wars (2017),,,2022-09-27
Season 16,7,Bank7,Russell Schwab,Star Trek,,,2022-09-27
Season 16,7,Bank7,Russell Schwab,Attack From Mars,,,2022-09-27
Season 16,7,Bank7,Sam Stearley,The Simpsons Pinball Party,,,2022-09-27
Season 16,7,Bank7,Sam Stearley,The Walking Dead,,,2022-09-27
Season 16,7,Bank7,Sam Stearley,Star Wars (2017),,,2022-09-27
Season 16,7,Bank7,Sam Stearley,Star Trek,,,2022-09-27
Season 16,7,Bank7,Sam Stearley,Attack From Mars,,,2022-09-27
Season 16,7,Bank7,Susan Murdie,The Simpsons Pinball Party,,,2022-09-27
Season 16,7,Bank7,Susan Murdie,The Walking Dead,,,2022-09-27
Season 16,7,Bank7,Susan Murdie,Star Wars (2017),,,2022-09-27
Season 16,7,Bank7,Susan Murdie,Star Trek,,,2022-09-27
Season 16,7,Bank7,Susan Murdie,Attack From Mars,,,2022-09-27
Season 16,7,Bank7,Tim Treichel,The Walking Dead,44734230.0,96.0,2022-09-27
Season 16,7,Bank7,Tim Treichel,The Simpsons Pinball Party,52696090.0,100.0,2022-09-27
Season 16,7,Bank7,Tim Treichel,Star Trek,95221370.0,98.0,2022-09-27
Season 16,7,Bank7,Tim Treichel,Star Wars (2017),664945910.0,96.0,2022-09-27
Season 16,7,Bank7,Tim Treichel,Attack From Mars,1536416740.0,92.0,2022-09-27
Season 16,7,Bank7,Todd Schuler,The Simpsons Pinball Party,,,2022-09-27
Season 16,7,Bank7,Todd Schuler,The Walking Dead,,,2022-09-27
Season 16,7,Bank7,Todd Schuler,Star Wars (2017),,,2022-09-27
Season 16,7,Bank7,Todd Schuler,Star Trek,,,2022-09-27
Season 16,7,Bank7,Todd Schuler,Attack From Mars,,,2022-09-27
Season 16,7,Bank7,Wolff Martin,The Simpsons Pinball Party,4988350.0,90.0,2022-09-27
Season 16,7,Bank7,Wolff Martin,The Walking Dead,9546980.0,88.0,2022-09-27
Season 16,7,Bank7,Wolff Martin,Star Trek,17019690.0,91.0,2022-09-27
Season 16,7,Bank7,Wolff Martin,Star Wars (2017),42363370.0,87.0,2022-09-27
Season 16,7,Bank7,Wolff Martin,Attack From Mars,1124420880.0,88.0,2022-09-27
Season 16,8,Bank8,Allen Robertson,Tales of the Arabian Nights,3150600.0,91.0,2022-09-27
Season 16,8,Bank8,Allen Robertson,Guns N' Roses,5014938.0,100.0,2022-09-27
Season 16,8,Bank8,Allen Robertson,Scared Stiff,16626940.0,96.0,2022-09-27
Season 16,8,Bank8,Allen Robertson,The Getaway,49287940.0,97.0,2022-09-27
Season 16,8,Bank8,Allen Robertson,Cactus Canyon,58748780.0,99.0,2022-09-27
Season 16,8,Bank8,Brian Keillor,Guns N' Roses,927775.0,94.0,2022-09-27
Season 16,8,Bank8,Brian Keillor,Scared Stiff,1253290.0,86.0,2022-09-27
Season 16,8,Bank8,Brian Keillor,Tales of the Arabian Nights,2482650.0,89.0,2022-09-27
Season 16,8,Bank8,Brian Keillor,Cactus Canyon,14778500.0,90.0,2022-09-27
Season 16,8,Bank8,Brian Keillor,The Getaway,31725490.0,94.0,2022-09-27
Season 16,8,Bank8,Bryan Johnson,Guns N' Roses,215754.0,87.0,2022-09-27
Season 16,8,Bank8,Bryan Johnson,Tales of the Arabian Nights,1611480.0,87.0,2022-09-27
Season 16,8,Bank8,Bryan Johnson,Cactus Canyon,1979610.0,86.0,2022-09-27
Season 16,8,Bank8,Bryan Johnson,Scared Stiff,4143050.0,90.0,2022-09-27
Season 16,8,Bank8,Bryan Johnson,The Getaway,11651090.0,90.0,2022-09-27
Season 16,8,Bank8,Dan Nelson,Guns N' Roses,405904.0,89.0,2022-09-27
Season 16,8,Bank8,Dan Nelson,Tales of the Arabian Nights,8767720.0,97.0,2022-09-27
Season 16,8,Bank8,Dan Nelson,Scared Stiff,11802580.0,93.0,2022-09-27
Season 16,8,Bank8,Dan Nelson,The Getaway,19173110.0,93.0,2022-09-27
Season 16,8,Bank8,Dan Nelson,Cactus Canyon,49282990.0,98.0,2022-09-27
Season 16,8,Bank8,Danny Clark,Guns N' Roses,3700380.0,98.0,2022-09-27
Season 16,8,Bank8,Danny Clark,Tales of the Arabian Nights,4558040.0,93.0,2022-09-27
Season 16,8,Bank8,Danny Clark,Cactus Canyon,14780460.0,91.0,2022-09-27
Season 16,8,Bank8,Danny Clark,Scared Stiff,26816900.0,98.0,2022-09-27
Season 16,8,Bank8,Danny Clark,The Getaway,230345360.0,100.0,2022-09-27
Season 16,8,Bank8,Derik Schimberg,Guns N' Roses,741086.0,93.0,2022-09-27
Season 16,8,Bank8,Derik Schimberg,Tales of the Arabian Nights,3065370.0,90.0,2022-09-27
Season 16,8,Bank8,Derik Schimberg,The Getaway,8791900.0,89.0,2022-09-27
Season 16,8,Bank8,Derik Schimberg,Cactus Canyon,14801600.0,92.0,2022-09-27
Season 16,8,Bank8,Derik Schimberg,Scared Stiff,26806650.0,97.0,2022-09-27
Season 16,8,Bank8,Donny Dingwell,Guns N' Roses,662930.0,91.0,2022-09-27
Season 16,8,Bank8,Donny Dingwell,Scared Stiff,1520330.0,87.0,2022-09-27
Season 16,8,Bank8,Donny Dingwell,Tales of the Arabian Nights,1634670.0,88.0,2022-09-27
Season 16,8,Bank8,Donny Dingwell,Cactus Canyon,18623530.0,94.0,2022-09-27
Season 16,8,Bank8,Donny Dingwell,The Getaway,43386190.0,96.0,2022-09-27
Season 16,8,Bank8,Heather Kendrick,Guns N' Roses,472612.0,90.0,2022-09-27
Season 16,8,Bank8,Heather Kendrick,Cactus Canyon,8430450.0,88.0,2022-09-27
Season 16,8,Bank8,Heather Kendrick,Scared Stiff,8844530.0,91.0,2022-09-27
Season 16,8,Bank8,Heather Kendrick,Tales of the Arabian Nights,11089420.0,98.0,2022-09-27
Season 16,8,Bank8,Heather Kendrick,The Getaway,15927910.0,92.0,2022-09-27
Season 16,8,Bank8,Jake VanKempen,Tales of the Arabian Nights,,,2022-09-27
Season 16,8,Bank8,Jake VanKempen,Scared Stiff,,,2022-09-27
Season 16,8,Bank8,Jake VanKempen,Guns N' Roses,,,2022-09-27
Season 16,8,Bank8,Jake VanKempen,Cactus Canyon,,,2022-09-27
Season 16,8,Bank8,Jake VanKempen,The Getaway,,,2022-09-27
Season 16,8,Bank8,Jason Magnuson,Guns N' Roses,3531228.0,97.0,2022-09-27
Season 16,8,Bank8,Jason Magnuson,Tales of the Arabian Nights,6256680.0,95.0,2022-09-27
Season 16,8,Bank8,Jason Magnuson,Scared Stiff,33539900.0,99.0,2022-09-27
Season 16,8,Bank8,Jason Magnuson,Cactus Canyon,72271060.0,100.0,2022-09-27
Season 16,8,Bank8,Jason Magnuson,The Getaway,96561060.0,99.0,2022-09-27
Season 16,8,Bank8,Jen Avery,Tales of the Arabian Nights,,,2022-09-27
Season 16,8,Bank8,Jen Avery,Scared Stiff,,,2022-09-27
Season 16,8,Bank8,Jen Avery,Guns N' Roses,,,2022-09-27
Season 16,8,Bank8,Jen Avery,Cactus Canyon,,,2022-09-27
Season 16,8,Bank8,Jen Avery,The Getaway,,,2022-09-27
Season 16,8,Bank8,Jim Johnson,Tales of the Arabian Nights,,,2022-09-27
Season 16,8,Bank8,Jim Johnson,Scared Stiff,,,2022-09-27
Season 16,8,Bank8,Jim Johnson,Guns N' Roses,,,2022-09-27
Season 16,8,Bank8,Jim Johnson,Cactus Canyon,,,2022-09-27
Season 16,8,Bank8,Jim Johnson,The Getaway,,,2022-09-27
Season 16,8,Bank8,Joe Pastula,Tales of the Arabian Nights,,,2022-09-27
Season 16,8,Bank8,Joe Pastula,Scared Stiff,,,2022-09-27
Season 16,8,Bank8,Joe Pastula,Guns N' Roses,,,2022-09-27
Season 16,8,Bank8,Joe Pastula,Cactus Canyon,,,2022-09-27
Season 16,8,Bank8,Joe Pastula,The Getaway,,,2022-09-27
Season 16,8,Bank8,Joe Wade,Tales of the Arabian Nights,,,2022-09-27
Season 16,8,Bank8,Joe Wade,Scared Stiff,,,2022-09-27
Season 16,8,Bank8,Joe Wade,Guns N' Roses,,,2022-09-27
Season 16,8,Bank8,Joe Wade,Cactus Canyon,,,2022-09-27
Season 16,8,Bank8,Joe Wade,The Getaway,,,2022-09-27
Season 16,8,Bank8,John Anderson,Tales of the Arabian Nights,,,2022-09-27
Season 16,8,Bank8,John Anderson,Scared Stiff,,,2022-09-27
Season 16,8,Bank8,John Anderson,Guns N' Roses,,,2022-09-27
Season 16,8,Bank8,John Anderson,Cactus Canyon,,,2022-09-27
Season 16,8,Bank8,John Anderson,The Getaway,,,2022-09-27
Season 16,8,Bank8,Joseph Nebus,Guns N' Roses,1155350.0,95.0,2022-09-27
Season 16,8,Bank8,Joseph Nebus,Scared Stiff,3721920.0,89.0,2022-09-27
Season 16,8,Bank8,Joseph Nebus,Tales of the Arabian Nights,5599800.0,94.0,2022-09-27
Season 16,8,Bank8,Joseph Nebus,The Getaway,33878780.0,95.0,2022-09-27
Season 16,8,Bank8,Joseph Nebus,Cactus Canyon,45194790.0,97.0,2022-09-27
Season 16,8,Bank8,Josh Bauer,Guns N' Roses,3887919.0,99.0,2022-09-27
Season 16,8,Bank8,Josh Bauer,The Getaway,7669420.0,88.0,2022-09-27
Season 16,8,Bank8,Josh Bauer,Scared Stiff,11088860.0,92.0,2022-09-27
Season 16,8,Bank8,Josh Bauer,Cactus Canyon,25325940.0,96.0,2022-09-27
Season 16,8,Bank8,Josh Bauer,Tales of the Arabian Nights,41608480.0,100.0,2022-09-27
Season 16,8,Bank8,Kayl Foster,Tales of the Arabian Nights,,,2022-09-27
Season 16,8,Bank8,Kayl Foster,Scared Stiff,,,2022-09-27
Season 16,8,Bank8,Kayl Foster,Guns N' Roses,,,2022-09-27
Season 16,8,Bank8,Kayl Foster,Cactus Canyon,,,2022-09-27
Season 16,8,Bank8,Kayl Foster,The Getaway,,,2022-09-27
Season 16,8,Bank8,Lexi Couture,Tales of the Arabian Nights,,,2022-09-27
Season 16,8,Bank8,Lexi Couture,Scared Stiff,,,2022-09-27
Season 16,8,Bank8,Lexi Couture,Guns N' Roses,,,2022-09-27
Season 16,8,Bank8,Lexi Couture,Cactus Canyon,,,2022-09-27
Season 16,8,Bank8,Lexi Couture,The Getaway,,,2022-09-27
Season 16,8,Bank8,Mike Stewart Jr,Guns N' Roses,670054.0,92.0,2022-09-27
Season 16,8,Bank8,Mike Stewart Jr,The Getaway,1167230.0,86.0,2022-09-27
Season 16,8,Bank8,Mike Stewart Jr,Scared Stiff,12623540.0,94.0,2022-09-27
Season 16,8,Bank8,Mike Stewart Jr,Cactus Canyon,18969120.0,95.0,2022-09-27
Season 16,8,Bank8,Mike Stewart Jr,Tales of the Arabian Nights,24842180.0,99.0,2022-09-27
Season 16,8,Bank8,Nate Timperley,Tales of the Arabian Nights,,,2022-09-27
Season 16,8,Bank8,Nate Timperley,Scared Stiff,,,2022-09-27
Season 16,8,Bank8,Nate Timperley,Guns N' Roses,,,2022-09-27
Season 16,8,Bank8,Nate Timperley,Cactus Canyon,,,2022-09-27
Season 16,8,Bank8,Nate Timperley,The Getaway,,,2022-09-27
Season 16,8,Bank8,Nick Couture,Tales of the Arabian Nights,,,2022-09-27
Season 16,8,Bank8,Nick Couture,Scared Stiff,,,2022-09-27
Season 16,8,Bank8,Nick Couture,Guns N' Roses,,,2022-09-27
Season 16,8,Bank8,Nick Couture,Cactus Canyon,,,2022-09-27
Season 16,8,Bank8,Nick Couture,The Getaway,,,2022-09-27
Season 16,8,Bank8,Patrick Svec,Guns N' Roses,1203763.0,96.0,2022-09-27
Season 16,8,Bank8,Patrick Svec,Tales of the Arabian Nights,4525510.0,92.0,2022-09-27
Season 16,8,Bank8,Patrick Svec,Cactus Canyon,9355320.0,89.0,2022-09-27
Season 16,8,Bank8,Patrick Svec,The Getaway,13282100.0,91.0,2022-09-27
Season 16,8,Bank8,Patrick Svec,Scared Stiff,16505530.0,95.0,2022-09-27
Season 16,8,Bank8,Russell Schwab,Tales of the Arabian Nights,,,2022-09-27
Season 16,8,Bank8,Russell Schwab,Scared Stiff,,,2022-09-27
Season 16,8,Bank8,Russell Schwab,Guns N' Roses,,,2022-09-27
Season 16,8,Bank8,Russell Schwab,Cactus Canyon,,,2022-09-27
Season 16,8,Bank8,Russell Schwab,The Getaway,,,2022-09-27
Season 16,8,Bank8,Sam Stearley,Tales of the Arabian Nights,,,2022-09-27
Season 16,8,Bank8,Sam Stearley,Scared Stiff,,,2022-09-27
Season 16,8,Bank8,Sam Stearley,Guns N' Roses,,,2022-09-27
Season 16,8,Bank8,Sam Stearley,Cactus Canyon,,,2022-09-27
Season 16,8,Bank8,Sam Stearley,The Getaway,,,2022-09-27
Season 16,8,Bank8,Susan Murdie,Tales of the Arabian Nights,,,2022-09-27
Season 16,8,Bank8,Susan Murdie,Scared Stiff,,,2022-09-27
Season 16,8,Bank8,Susan Murdie,Guns N' Roses,,,2022-09-27
Season 16,8,Bank8,Susan Murdie,Cactus Canyon,,,2022-09-27
Season 16,8,Bank8,Susan Murdie,The Getaway,,,2022-09-27
Season 16,8,Bank8,Tim Treichel,Guns N' Roses,129031.0,86.0,2022-09-27
Season 16,8,Bank8,Tim Treichel,Tales of the Arabian Nights,6507420.0,96.0,2022-09-27
Season 16,8,Bank8,Tim Treichel,Cactus Canyon,18192200.0,93.0,2022-09-27
Season 16,8,Bank8,Tim Treichel,Scared Stiff,53033930.0,100.0,2022-09-27
Season 16,8,Bank8,Tim Treichel,The Getaway,53369990.0,98.0,2022-09-27
Season 16,8,Bank8,Todd Schuler,Tales of the Arabian Nights,,,2022-09-27
Season 16,8,Bank8,Todd Schuler,Scared Stiff,,,2022-09-27
Season 16,8,Bank8,Todd Schuler,Guns N' Roses,,,2022-09-27
Season 16,8,Bank8,Todd Schuler,Cactus Canyon,,,2022-09-27
Season 16,8,Bank8,Todd Schuler,The Getaway,,,2022-09-27
Season 16,8,Bank8,Wolff Martin,Guns N' Roses,234426.0,88.0,2022-09-27
Season 16,8,Bank8,Wolff Martin,Tales of the Arabian Nights,926020.0,86.0,2022-09-27
Season 16,8,Bank8,Wolff Martin,Scared Stiff,1881050.0,88.0,2022-09-27
Season 16,8,Bank8,Wolff Martin,The Getaway,4642260.0,87.0,2022-09-27
Season 16,8,Bank8,Wolff Martin,Cactus Canyon,6407980.0,87.0,2022-09-27
Season 17,1,Bank1,Abby Dremstedt,The Walking Dead,,,2022-11-08
Season 17,1,Bank1,Abby Dremstedt,The Beatles,,,2022-11-08
Season 17,1,Bank1,Abby Dremstedt,Kiss,,,2022-11-08
Season 17,1,Bank1,Abby Dremstedt,Guardians of the Galaxy,,,2022-11-08
Season 17,1,Bank1,Abby Dremstedt,Medieval Madness,,,2022-11-08
Season 17,1,Bank1,Allen Robertson,The Beatles,1655180.0,94.0,2022-11-08
Season 17,1,Bank1,Allen Robertson,Guardians of the Galaxy,6462920.0,88.0,2022-11-08
Season 17,1,Bank1,Allen Robertson,The Walking Dead,16011840.0,93.0,2022-11-08
Season 17,1,Bank1,Allen Robertson,Medieval Madness,93411100.0,100.0,2022-11-08
Season 17,1,Bank1,Allen Robertson,Kiss,142857180.0,100.0,2022-11-08
Season 17,1,Bank1,Biff Tate,The Walking Dead,,,2022-11-08
Season 17,1,Bank1,Biff Tate,The Beatles,,,2022-11-08
Season 17,1,Bank1,Biff Tate,Kiss,,,2022-11-08
Season 17,1,Bank1,Biff Tate,Guardians of the Galaxy,,,2022-11-08
Season 17,1,Bank1,Biff Tate,Medieval Madness,,,2022-11-08
Season 17,1,Bank1,Brian Keillor,The Walking Dead,,,2022-11-08
Season 17,1,Bank1,Brian Keillor,The Beatles,,,2022-11-08
Season 17,1,Bank1,Brian Keillor,Kiss,,,2022-11-08
Season 17,1,Bank1,Brian Keillor,Guardians of the Galaxy,,,2022-11-08
Season 17,1,Bank1,Brian Keillor,Medieval Madness,,,2022-11-08
Season 17,1,Bank1,Bryan Johnson,The Beatles,1242230.0,91.0,2022-11-08
Season 17,1,Bank1,Bryan Johnson,The Walking Dead,9024340.0,89.0,2022-11-08
Season 17,1,Bank1,Bryan Johnson,Guardians of the Galaxy,13618500.0,92.0,2022-11-08
Season 17,1,Bank1,Bryan Johnson,Medieval Madness,16942790.0,93.0,2022-11-08
Season 17,1,Bank1,Bryan Johnson,Kiss,20788040.0,95.0,2022-11-08
Season 17,1,Bank1,Dan Nelson,The Beatles,2190920.0,96.0,2022-11-08
Season 17,1,Bank1,Dan Nelson,The Walking Dead,7908790.0,88.0,2022-11-08
Season 17,1,Bank1,Dan Nelson,Guardians of the Galaxy,11359400.0,90.0,2022-11-08
Season 17,1,Bank1,Dan Nelson,Medieval Madness,21117320.0,95.0,2022-11-08
Season 17,1,Bank1,Dan Nelson,Kiss,22847250.0,96.0,2022-11-08
Season 17,1,Bank1,Danny Clark,The Walking Dead,,,2022-11-08
Season 17,1,Bank1,Danny Clark,The Beatles,,,2022-11-08
Season 17,1,Bank1,Danny Clark,Kiss,,,2022-11-08
Season 17,1,Bank1,Danny Clark,Guardians of the Galaxy,,,2022-11-08
Season 17,1,Bank1,Danny Clark,Medieval Madness,,,2022-11-08
Season 17,1,Bank1,Derik Schimberg,The Beatles,2771690.0,98.0,2022-11-08
Season 17,1,Bank1,Derik Schimberg,The Walking Dead,18609920.0,94.0,2022-11-08
Season 17,1,Bank1,Derik Schimberg,Medieval Madness,39348040.0,98.0,2022-11-08
Season 17,1,Bank1,Derik Schimberg,Guardians of the Galaxy,65179200.0,94.0,2022-11-08
Season 17,1,Bank1,Derik Schimberg,Kiss,101441780.0,99.0,2022-11-08
Season 17,1,Bank1,Donny Dingwell,The Beatles,614010.0,87.0,2022-11-08
Season 17,1,Bank1,Donny Dingwell,Medieval Madness,2198220.0,87.0,2022-11-08
Season 17,1,Bank1,Donny Dingwell,Kiss,16634850.0,92.0,2022-11-08
Season 17,1,Bank1,Donny Dingwell,The Walking Dead,25251110.0,96.0,2022-11-08
Season 17,1,Bank1,Donny Dingwell,Guardians of the Galaxy,72892150.0,97.0,2022-11-08
Season 17,1,Bank1,Heather Kendrick,The Beatles,1100930.0,90.0,2022-11-08
Season 17,1,Bank1,Heather Kendrick,Kiss,6955690.0,88.0,2022-11-08
Season 17,1,Bank1,Heather Kendrick,The Walking Dead,7224560.0,87.0,2022-11-08
Season 17,1,Bank1,Heather Kendrick,Guardians of the Galaxy,13152100.0,91.0,2022-11-08
Season 17,1,Bank1,Heather Kendrick,Medieval Madness,44790980.0,99.0,2022-11-08
Season 17,1,Bank1,Jake VanKempen,The Beatles,1446280.0,92.0,2022-11-08
Season 17,1,Bank1,Jake VanKempen,Kiss,5450730.0,87.0,2022-11-08
Season 17,1,Bank1,Jake VanKempen,Medieval Madness,14765230.0,91.0,2022-11-08
Season 17,1,Bank1,Jake VanKempen,The Walking Dead,48119910.0,97.0,2022-11-08
Season 17,1,Bank1,Jake VanKempen,Guardians of the Galaxy,52997260.0,93.0,2022-11-08
Season 17,1,Bank1,Jason Magnuson,The Walking Dead,,,2022-11-08
Season 17,1,Bank1,Jason Magnuson,The Beatles,,,2022-11-08
Season 17,1,Bank1,Jason Magnuson,Kiss,,,2022-11-08
Season 17,1,Bank1,Jason Magnuson,Guardians of the Galaxy,,,2022-11-08
Season 17,1,Bank1,Jason Magnuson,Medieval Madness,,,2022-11-08
Season 17,1,Bank1,Jen Avery,The Walking Dead,,,2022-11-08
Season 17,1,Bank1,Jen Avery,The Beatles,,,2022-11-08
Season 17,1,Bank1,Jen Avery,Kiss,,,2022-11-08
Season 17,1,Bank1,Jen Avery,Guardians of the Galaxy,,,2022-11-08
Season 17,1,Bank1,Jen Avery,Medieval Madness,,,2022-11-08
Season 17,1,Bank1,Jim Johnson,The Walking Dead,,,2022-11-08
Season 17,1,Bank1,Jim Johnson,The Beatles,,,2022-11-08
Season 17,1,Bank1,Jim Johnson,Kiss,,,2022-11-08
Season 17,1,Bank1,Jim Johnson,Guardians of the Galaxy,,,2022-11-08
Season 17,1,Bank1,Jim Johnson,Medieval Madness,,,2022-11-08
Season 17,1,Bank1,Jimmy Raffaele,The Walking Dead,,,2022-11-08
Season 17,1,Bank1,Jimmy Raffaele,The Beatles,,,2022-11-08
Season 17,1,Bank1,Jimmy Raffaele,Kiss,,,2022-11-08
Season 17,1,Bank1,Jimmy Raffaele,Guardians of the Galaxy,,,2022-11-08
Season 17,1,Bank1,Jimmy Raffaele,Medieval Madness,,,2022-11-08
Season 17,1,Bank1,Joe Pastula,The Walking Dead,,,2022-11-08
Season 17,1,Bank1,Joe Pastula,The Beatles,,,2022-11-08
Season 17,1,Bank1,Joe Pastula,Kiss,,,2022-11-08
Season 17,1,Bank1,Joe Pastula,Guardians of the Galaxy,,,2022-11-08
